0	0
0.97961	48.83
0.96588	48.83
0.93842	48.83
0.9201	48.83
0.90179	42.72
0.87891	48.83
0.86517	36.62
0.84229	42.72
0.8194	42.72
0.80109	42.72
0.78278	48.83
0.76447	42.72
0.74158	42.72
0.72327	36.62
0.70496	42.72
0.67749	42.72
0.66376	36.62
0.64087	30.52
0.62256	30.52
0.60425	30.52
0.58136	36.62
0.56305	36.62
0.54474	24.41
0.52185	30.52
0.49896	36.62
0.48065	24.41
0.46234	24.41
0.43945	30.52
0.42114	24.41
0.40283	36.62
0.37994	36.62
0.36163	30.52
0.33875	24.41
0.32043	30.52
0.30212	24.41
0.28381	36.62
0.2655	24.41
0.24261	30.52
0.2243	30.52
0.20142	36.62
0.18311	30.52
0.16022	30.52
0.14191	30.52
0.11902	30.52
0.10529	30.52
0.07782	30.52
0.05951	30.52
0.04578	24.41
0.02289	30.52
0	30.52
0.00458	30.52
0.02747	36.62
0.05035	36.62
0.06866	30.52
0.09155	36.62
0.10986	36.62
0.13275	36.62
0.15106	36.62
0.17395	30.52
0.19226	36.62
0.21057	36.62
0.22888	36.62
0.25177	36.62
0.27008	36.62
0.29297	30.52
0.31128	36.62
0.33417	36.62
0.35248	30.52
0.37537	36.62
0.39368	30.52
0.41199	36.62
0.43488	36.62
0.45319	30.52
0.47607	30.52
0.49438	36.62
0.50812	36.62
0.53558	36.62
0.55389	36.62
0.5722	36.62
0.59052	42.72
0.6134	42.72
0.63171	54.93
0.6546	54.93
0.67291	48.83
0.6958	48.83
0.71411	54.93
0.73242	48.83
0.75531	54.93
0.77362	61.04
0.79193	61.04
0.81482	61.04
0.83313	61.04
0.85602	67.14
0.87433	67.14
0.89722	67.14
0.91553	61.04
0.93384	67.14
0.95673	67.14
0.97504	73.24
0.99335	73.24
1.01624	79.35
1.03455	79.35
1.05743	79.35
1.07574	79.35
1.09863	79.35
1.11694	91.55
1.13525	85.45
1.15356	85.45
1.17645	97.66
1.19476	91.55
1.21765	91.55
1.23596	91.55
1.25427	91.55
1.27716	91.55
1.29547	97.66
1.31836	97.66
1.33667	97.66
1.35956	97.66
1.37787	97.66
1.39618	103.76
1.41907	97.66
1.43738	103.76
1.45569	115.97
1.47858	109.86
1.49689	103.76
1.51978	115.97
1.53351	115.97
1.56097	109.86
1.57928	115.97
1.5976	122.07
1.61591	109.86
1.63879	122.07
1.6571	122.07
1.67999	122.07
1.6983	115.97
1.71661	122.07
1.73492	122.07
1.75781	128.17
1.7807	115.97
1.80359	128.17
1.8219	122.07
1.84021	128.17
1.85852	128.17
1.87683	122.07
1.89514	134.28
1.91803	128.17
1.93634	134.28
1.95923	134.28
1.97754	134.28
1.99585	134.28
2.01874	140.38
2.03705	128.17
2.05994	134.28
2.07825	140.38
2.09656	140.38
2.11945	134.28
2.13776	146.48
2.15607	140.38
2.18353	146.48
2.19727	140.38
2.22015	140.38
2.23846	146.48
2.25677	146.48
2.27966	146.48
2.29797	146.48
2.32086	146.48
2.33917	152.59
2.36206	152.59
2.38037	158.69
2.3941	152.59
2.42157	140.38
2.43988	146.48
2.45819	146.48
2.4765	146.48
2.50397	158.69
2.5177	158.69
2.53601	146.48
2.5589	158.69
2.57721	158.69
2.59552	158.69
2.61841	158.69
2.6413	158.69
2.65961	164.79
2.67792	164.79
2.70081	158.69
2.71912	158.69
2.73743	170.9
2.76031	158.69
2.77863	152.59
2.80151	164.79
2.81982	152.59
2.83813	158.69
2.85645	158.69
2.87933	164.79
2.90222	164.79
2.92053	164.79
2.93884	164.79
2.95715	164.79
2.98004	170.9
2.99835	170.9
3.01666	177
3.03955	158.69
3.05786	164.79
3.07617	170.9
3.09906	177
3.11737	164.79
3.14026	170.9
3.15857	164.79
3.18146	177
3.19977	170.9
3.21808	170.9
3.24097	177
3.25928	177
3.28217	177
3.30048	177
3.32336	177
3.34167	177
3.35999	183.11
3.3783	177
3.40118	177
3.41949	177
3.43781	170.9
3.46069	177
3.479	183.11
3.49731	170.9
3.5202	183.11
3.53851	170.9
3.5614	177
3.57971	170.9
3.6026	183.11
3.62091	183.11
3.63922	177
3.65753	189.21
3.68042	183.11
3.69873	183.11
