	500	1000	1500	2000	2500	3000	3500	4000	4500	5000	5500	6000	6500	7000	7500	8000	8500	9000	9500	10000	10500	11000	11500	12000	12500	13000	13500	14000	14500	15000	15500	16000	16500	17000	17500	18000	18500	19000	19500	20000	20500	21000	21500	22000
0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
100	42.187500	42.187500	42.187500	42.187500	42.187500	42.187500	42.187500	42.187500	42.187500	42.187500	42.187500	42.187500	42.187500	40.926555	38.198118	35.810736	33.704222	31.831765	30.156409	28.648589	27.284370	26.044172	24.911816	23.873824	22.918871	22.037376	21.221177	20.463278	19.757647	19.099059	18.482960	17.905368	17.362781	16.852111	16.370622	15.915883	15.485724	15.078205	14.691584	14.324294	13.974921	13.642185	13.324925	13.022086
