	500	2000	3000	4000	5000	6000	7000	8000	9000	10000	11000	12000	13000	14000	15000	16000	17000	18000	19000	20000
0	0.000000	0.000000	-2.585000	-2.849375	-3.113750	-3.378125	-3.642500	-3.906875	-4.171250	-4.435625	-4.700000	-4.964375	-5.228750	-4.854991	-4.508206	-4.207659	-3.944680	-3.712640	-3.506382	-3.321836
100	42.187500	42.187500	42.187500	42.187500	42.187500	42.187500	42.187500	37.301900	33.157244	29.841520	27.128655	24.867933	22.955015	21.315371	19.894347	18.650950	17.553835	16.578622	15.706063	14.920760
