	500	1000	1500	2000	2500	3000	3500	4000	4500	5000	5500	6000	6500	7000	7500	8000	8500	9000	9500	10000	10500	11000	11500	12000	12500	13000	13500	14000	14500	15000	15500	16000	16500	17000	17500	18000	18500	19000	19500	20000
0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
100	42.187500	42.187500	42.187500	42.187500	42.187500	42.187500	42.187500	42.187500	42.187500	42.187500	42.187500	42.187500	41.320080	38.368646	35.810736	33.572565	31.597708	29.842280	28.271634	26.858052	25.579097	24.416411	23.354828	22.381710	21.486442	20.660040	19.894853	19.184323	18.522794	17.905368	17.327775	16.786282	16.277607	15.798854	15.347458	14.921140	14.517866	14.135817	13.773360	13.429026
