	500	1000	1500	2000	2500	3000	3500	4000	4500	5000	5500	6000	6500	7000	7500	8000	8500	9000	9500	10000	10500	11000	11500	12000	12500	13000	13500	14000	14500	15000	15500	16000	16500	17000	17500	18000	18500	19000	19500	20000
0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
100	42.187500	42.187500	42.187500	42.187500	42.187500	42.187500	42.187500	42.187500	42.187500	42.187500	42.187500	42.187500	42.187500	42.187500	42.187500	42.187500	42.187500	42.187500	40.711152	38.675595	36.833900	35.159632	33.630952	32.229662	30.940476	29.750458	28.648589	27.625425	26.672824	25.783730	24.951997	24.172247	23.439754	22.750350	22.100340	21.486442	20.905727	20.355576	19.833638	19.337797
