	1000	5000	10000	15000	17000	20000	25000	30000	35000	40000
0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
100	21.875000	21.875000	21.875000	21.875000	18.544563	15.859881	12.700839	10.573254	9.053551	7.913774
