	500	2000	3000	4000	5000	6000	7000	8000	9000	10000	11000	12000	13000	14000	15000	16000	17000	18000	19000	20000
0	0.000000	0.000000	-2.585000	-2.849375	-3.113750	-3.378125	-3.642500	-3.906875	-4.171250	-4.435625	-4.700000	-4.964375	-5.228750	-4.854991	-4.508206	-4.207659	-3.944680	-3.712640	-3.506382	-3.321836
100	42.187500	42.187500	42.187500	42.187500	42.187500	42.187500	40.499206	35.436805	31.499382	28.349444	25.772222	23.624537	21.807265	20.249603	18.899629	17.718403	16.676144	15.749691	14.920760	14.174722
