	1000	5000	10000	15000	17000	20000	25000	30000	35000	40000
0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
100	21.875000	21.875000	21.875000	21.875000	21.875000	18.022592	14.432771	12.015061	10.288126	8.992924
