	2000	4000	4840	7260	9680	13740	14520	16940	19360	21780	24200	26620	29040	31460	33880	36300	37510	40002.6	43000	44000	45000	46000	47000	48000
0	0	0	-5.17	-5.69875	-6.2275	-6.75625	-7.285	-7.81375	-8.3425	-8.87125	-9.4	-9.92875	-10.4575	-9.709982	-9.016412	-8.415318	-7.88936	-7.42528	-7.012764	-6.643672	-6.311488	-6.311488	-6.311488	-6.311488
100	22.65625	22.65625	22.65625	22.65625	22.65625	22.65011071	21.62590036	18.7448824	16.49303452	14.71519986	13.25404151	12.0547731	11.05319836	10.19726005	9.468122545	8.843067477	8.551680301	8.02134102	7.462197588	7.292602188	7.130544362	6.975532528	6.827116942	6.684885339
