	500	1000	1500	2000	2500	3000	3500	4000	4500	5000	5500	6000	6500	7000	7500	8000	8500	9000	9500	10000	10500	11000	11500	12000	12500	13000	13500	14000	14500	15000	15500	16000	16500	17000	17500	18000	18500	19000	19500	20000
0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
100	42.187500	42.187500	42.187500	42.187500	42.187500	42.187500	42.187500	42.187500	42.187500	42.187500	42.187500	42.187500	42.187500	42.187500	42.187500	42.187500	40.445066	38.198118	36.187691	34.378307	32.741244	31.253006	29.894180	28.648589	27.502645	26.444851	25.465412	24.555933	23.709177	22.918871	22.179553	21.486442	20.835337	20.222533	19.644747	19.099059	18.582868	18.093846	17.629901	17.189153
