	500	2000	3000	4000	5000	6000	7000	8000	9000	10000	11000	12000	13000	14000	15000	16000	17000	18000	19000	20000
0	0.000000	0.000000	-2.585000	-2.849375	-3.113750	-3.378125	-3.642500	-3.906875	-4.171250	-4.435625	-4.700000	-4.964375	-5.228750	-4.854991	-4.508206	-4.207659	-3.944680	-3.712640	-3.506382	-3.321836
100	42.187500	42.187500	42.187500	42.187500	42.187500	38.047938	32.612518	28.535954	25.365292	22.828763	20.753421	19.023969	17.560587	16.306259	15.219175	14.267977	13.428684	12.682646	12.015138	11.414381
