	500	2000	3000	4000	5000	6000	7000	8000	9000	10000	11000	12000	13000	14000	15000	16000	17000	18000	19000	20000
0	0.000000	0.000000	-2.585000	-2.849375	-3.113750	-3.378125	-3.642500	-3.906875	-4.171250	-4.435625	-4.700000	-4.964375	-5.228750	-4.854991	-4.508206	-4.207659	-3.944680	-3.712640	-3.506382	-3.321836
100	42.187500	42.187500	42.187500	42.187500	42.187500	41.429977	35.511409	31.072483	27.619985	24.857986	22.598169	20.714988	19.121528	17.755704	16.571991	15.536241	14.622345	13.809992	13.083151	12.428993
