	2000	4000	4840	7260	9680	12215	14520	16940	19360	21780	24200	26620	29040	31460	33880	36300	37510	40002.6	43000	44000	45000	46000	47000	48000
0	0	0	-5.17	-5.69875	-6.2275	-6.75625	-7.285	-7.81375	-8.3425	-8.87125	-9.4	-9.92875	-10.4575	-9.709982	-9.016412	-8.415318	-7.88936	-7.42528	-7.012764	-6.643672	-6.311488	-6.311488	-6.311488	-6.311488
100	22.65625	22.65625	22.65625	22.65625	22.65625	22.64702023	19.32198147	16.71219502	14.68832879	13.09355406	11.78591959	10.71114106	9.820753495	9.068875075	8.425344308	7.827349668	7.569314568	7.099041146	6.60418845	6.454093258	6.310668963	6.173480508	6.042129859	5.916252153
