	500	1000	1500	2000	2500	3000	3500	4000	4500	5000	5500	6000	6500	7000	7500	8000	8500	9000	9500	10000	10500	11000	11500	12000	12500	13000	13500	14000	14500	15000	15500	16000	16500	17000	17500	18000	18500	19000	19500	20000	20500	21000	21500	22000
0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
100	42.187500	42.187500	42.187500	42.187500	42.187500	42.187500	42.187500	42.187500	42.187500	42.187500	42.187500	42.187500	39.667277	36.833900	34.378307	32.229662	30.333800	28.648589	27.140768	25.783730	24.555933	23.439754	22.420635	21.486442	20.626984	19.833638	19.099059	18.416950	17.781883	17.189153	16.634664	16.114831	15.626503	15.166900	14.733560	14.324294	13.937151	13.570384	13.222426	12.891865	12.577429	12.277967	11.992433	11.719877
