	2000	4000	4840	7260	9680	12100	15400	16940	19360	21780	24200	26620	29040	31460	33880	36300	37510	40002.6	43000	44000	45000	46000	47000	48000
0	0	0	-5.17	-5.69875	-6.2275	-6.75625	-7.285	-7.81375	-8.3425	-8.87125	-9.4	-9.92875	-10.4575	-9.709982	-9.016412	-8.415318	-7.88936	-7.42528	-7.012764	-6.643672	-6.311488	-6.311488	-6.311488	-6.311488
100	22.65625	22.65625	22.65625	22.65625	22.65625	22.65625	22.6476063	20.7413452	18.27759866	16.32441879	14.72113347	13.41194162	12.30350797	11.35282225	10.53945934	9.843517554	9.514007912	8.889983484	8.270289612	8.082328484	7.902721185	7.730922898	7.566435177	7.408801111
