	0	500	2000	3000	4000	5000	6000	7000	8000	9000	10000	11000	12000	13000	14000	15000	16000	17000	18000	19000	20000	21000	22000	23000
0	0.000000	0.000000	-2.585000	-2.849375	-3.113750	-3.378125	-3.642500	-3.906875	-4.171250	-4.435625	-4.700000	-4.964375	-5.228750	-4.854991	-4.508206	-4.207659	-3.944680	-3.712640	-3.506382	-3.321836	-3.155744	-3.155744	-3.155744	-3.155744
100	42.187500	42.187500	42.187500	42.187500	42.187500	42.187500	42.187500	40.758775	36.741458	33.305468	30.393061	27.929492	25.804139	23.946638	22.329382	20.886709	19.598739	18.443307	17.424691	16.515452	15.696227	14.953033	14.275590	13.655858
