	1000	4840	7260	9680	12100	14520	16940	19360	21780	24200	26620	29040	31460	33880	36300	37510	40003	45000	50000	55000	60000
56.58	87.64313944	87.64313944	90.47838526	92.01973728	92.70072605	93.53343584	94.58498516	95.1112731	95.46630512	95.54099643	95.58575287	95.61161407	95.55827185	95.35058401	95.11711544	95.04865866	95.07873401	95.07873401	95.07873401	95.07873401	95.07873401
60.67	87.64313944	87.64313944	90.47838526	92.01973728	92.70072605	93.53343584	94.58498516	95.1112731	95.46630512	95.54099643	95.58575287	95.61161407	95.55827185	95.35058401	95.11711544	95.04865866	95.07873401	95.07873401	95.07873401	95.07873401	95.07873401
62.67	87.64313944	87.64313944	90.47838526	92.01973728	92.70072605	93.53343584	94.58498516	95.1112731	95.46630512	95.54099643	95.58575287	95.61161407	95.55827185	95.35058401	95.11711544	95.04865866	95.07873401	95.07873401	95.07873401	95.07873401	95.07873401
67.31	87.64313944	87.64313944	90.47838526	92.01973728	92.70072605	93.53343584	94.58498516	95.1112731	95.46630512	95.54099643	95.58575287	95.61161407	95.55827185	95.35058401	95.11711544	95.04865866	95.07873401	95.07873401	95.07873401	95.07873401	95.07873401
72.66	87.64313944	87.64313944	90.47838526	92.01973728	92.70072605	93.53343584	94.58498516	95.1112731	95.46630512	95.54099643	95.58575287	95.61161407	95.55827185	95.35058401	95.11711544	95.04865866	95.07873401	95.07873401	95.07873401	95.07873401	95.07873401
78.73	87.64313944	87.64313944	90.47838526	92.01973728	92.70072605	93.53343584	94.58498516	95.1112731	95.46630512	95.54099643	95.58575287	95.61161407	95.55827185	95.35058401	95.11711544	95.04865866	95.07873401	95.07873401	95.07873401	95.07873401	95.07873401
85.88	87.64313944	87.64313944	90.47838526	92.01973728	92.70072605	93.53343584	94.58498516	95.1112731	95.46630512	95.54099643	95.58575287	95.61161407	95.55827185	95.35058401	95.11711544	95.04865866	95.07873401	95.07873401	95.07873401	95.07873401	95.07873401
94.21	87.64313944	87.64313944	90.47838526	92.01973728	92.70072605	93.53343584	94.58498516	95.1112731	95.46630512	95.54099643	95.58575287	95.61161407	95.55827185	95.35058401	95.11711544	95.04865866	95.07873401	95.07873401	95.07873401	95.07873401	95.07873401
104.47	87.64313944	87.64313944	90.47838526	92.01973728	92.70072605	93.53343584	94.58498516	95.1112731	95.46630512	95.54099643	95.58575287	95.61161407	95.55827185	95.35058401	95.11711544	95.04865866	95.07873401	95.07873401	95.07873401	95.07873401	95.07873401
119.97	87.64313944	87.64313944	90.47838526	92.01973728	92.70072605	93.53343584	94.58498516	95.1112731	95.46630512	95.54099643	95.58575287	95.61161407	95.55827185	95.35058401	95.11711544	95.04865866	95.07873401	95.07873401	95.07873401	95.07873401	95.07873401
123.66	87.64313944	87.64313944	90.47838526	92.01973728	92.70072605	93.53343584	94.58498516	95.1112731	95.46630512	95.54099643	95.58575287	95.61161407	95.55827185	95.35058401	95.11711544	95.04865866	95.07873401	95.07873401	95.07873401	95.07873401	95.07873401
140	87.64313944	87.64313944	90.47838526	92.01973728	92.70072605	93.53343584	94.58498516	95.1112731	95.46630512	95.54099643	95.58575287	95.61161407	95.55827185	95.35058401	95.11711544	95.04865866	95.07873401	95.07873401	95.07873401	95.07873401	95.07873401
