0	0.000
0.5	12.000
1	40.000
1.5	82.960
2	120.425
2.5	157.021
3	191.508
3.5	224.124
4	252.000
4.5	280.000
5	310.000
5.5	365.000
6	460.000
6.5	590.000
7	740.000
7.5	935.049
8	1205.926
9	2010.120
10	3281.835
11		6000
12		10000
13		18000
14		30000
15		50000
