0	0
0.060051161	1
0.078066509	1.3
0.101486461	1.69
0.1319324	2.197
0.167940194	2.8561
0.181463716	3.71293
0.199044295	4.826809
0.221899048	6.2748517
0.251610227	8.15730721
0.29023476	10.60449937
0.337994869	13.78584918
0.380771509	17.92160394
0.436381141	23.29808512
0.50707714	30.28751066
0.583758881	39.37376386
0.681882936	51.18589301
0.799409023	66.54166092
0.948330405	86.50415919
1.142094158	112.455407
1.40924758	146.192029
1.801399749	190.0496377
2.333000021	247.0645291
2.788438337	321.1838878
3.130453605	417.5390541
3.380229029	542.8007704
3.561580937	705.6410015
3.699259251	917.3333019
3.775703692	1192.533293
3.875081467	1550.29328
4.001281772	2015.381264
4.051666304	2619.995644
4.117166195	3405.994337
4.202316053	4427.792638
4.313010869	5756.130429
4.388258132	7482.969558
4.471402238	9727.860425
4.579489576	12646.21855
4.680381754	16440.08412
4.727353422	21372.10935
4.788416592	27783.74216
4.867798712	36118.86481
5	50000
