0	0
0.5264	12.207
1.0757	24.4141
1.5198	61.0352
2.0233	103.76
2.5223	146.484
3.0212	195.313
3.5248	238.037
4.0192	286.865
4.5227	329.59
5.0217	372.314
5.5206	415.039
6.0196	463.867
6.5186	524.902
7.0175	585.938
7.5211	659.18
8.02	750.732
8.519	878.906
9.0179	1062.01
9.5169	1354.98
10.0159	1696.78
10.5148	2130.13
11.0229	2771
11.5128	3680.42
12.0209	4815.67
12.529	6237.79
13.0188	7800.29
13.5269	9808.35
14.0167	11908
14.2181	12860.1
14.415	13836.7
